Year,SOURCE_DETAIL,SDG Series,Unit of measure,Source details,Value
1961,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",1.94697
1962,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",1.90469
1963,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-3.03421
1964,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",8.77827
1965,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",1.97076
1966,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",17.36781
1967,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",1.67493
1968,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",7.43373
1969,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",2.34745
1970,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",17.81236
1971,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",16.1941
1972,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-16.00711
1973,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-1.54363
1974,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",19.87858
1975,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-23.81352
1976,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-2.65066
1977,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",18.3048
1978,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",27.45021
1979,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-19.03097
1980,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",9.98629
1981,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-21.0363
1982,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-16.1267
1983,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-18.39626
1984,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",17.86694
1985,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-7.12145
1986,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",16.84429
1987,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",13.28657
1988,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",9.02724
1989,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",9.76747
1990,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",3.37844
1991,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-4.48288
1992,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-2.34167
1993,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",33.81488
1994,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",16.822
1995,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",17.49157
1996,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",1.82052
1997,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",10.55319
1998,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",4.68069
1999,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-1.47914
2000,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",1.91848
2001,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",19.46955
2002,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-11.28595
2003,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-0.06159
2004,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",12.29587
2005,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",14.94338
2006,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",25.31705
2007,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",4.40564
2008,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",12.74387
2009,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",8.34773
2010,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",10.32357
2011,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",13.75698
2012,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",0.42971
2013,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",2.01711
2014,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",11.38406
2015,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-4.63464
2016,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-7.40981
2017,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",12.42153
2018,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",1.43389
2019,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",1.80661
2020,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-8.47875
1961,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-7.77463
1962,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",9.45736
1963,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",8.77834
1964,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",4.96447
1965,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",2.00909
1966,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",14.72857
1967,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",3.36123
1968,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",7.98269
1969,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",7.95922
1970,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-4.65545
1971,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",22.17389
1972,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",17.08243
1973,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",5.89658
1974,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",4.06562
1975,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",0.8822
1976,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",2.15396
1977,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",9.4538
1978,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",6.91249
1979,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",7.61523
1980,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",5.59198
1981,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",3.77354
1982,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",1.50648
1983,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",1.30905
1984,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",1.75522
1985,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",4.30056
1986,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",7.17756
1987,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",5.93711
1988,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",6.20318
1989,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",4.69035
1990,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",4.19205
1991,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",1.43835
1992,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-0.79949
1993,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",0.3532
1994,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",2.63278
1995,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",4.40622
1996,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",4.14684
1997,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",0.4749
1998,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",3.29021
1999,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",2.30539
2000,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",0.5997
2001,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",3.77991
2002,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",0.54686
2003,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",2.93248
2004,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",5.1043
2005,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",5.90667
2006,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",6.47249
2007,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",6.85073
2008,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",0.23228
2009,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",3.30694
2010,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",8.05847
2011,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",5.12111
2012,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",4.56868
2013,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",3.79785
2014,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",5.02011
2015,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",4.96772
2016,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",4.21352
2017,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",3.81551
2018,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",5.6291
2019,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",4.98113
2020,"World Bank national accounts data, and OECD National Accounts data files.",Annual GDP growth (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-0.31618
1960,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",7.14286
1961,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",7.14286
1962,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",7.14286
1963,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",7.14286
1964,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",7.14286
1965,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",7.14286
1966,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",7.14286
1967,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",7.14286
1968,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",7.14286
1969,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",7.14286
1970,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",7.14286
1971,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",7.14286
1972,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",7.14286
1973,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",7.0012
1974,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",7.1429
1975,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",7.34319
1976,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",8.36714
1977,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",8.27656
1978,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",7.72938
1979,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",7.47531
1980,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",7.42019
1981,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",9.0475
1982,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",10.92232
1983,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",13.31152
1984,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",14.41387
1985,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",16.43212
1986,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",16.22574
1987,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",16.45449
1988,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",17.7471
1989,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",20.57247
1990,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",22.91477
1991,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",27.5079
1992,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",32.2168
1993,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",58.0013
1994,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",56.0506
1995,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",51.4298
1996,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",DEC alternative conversion factor (in local currency unit per United States dollar) [17.13.1],Ratio,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",57.1149
