Year,NATURE,SOURCE_DETAIL,SDG Series,Sex,Degree of urbanisation,Income or wealth quantile,Education level,Composite breakdown,Nature of data points,Source details,COMMENT_OBS,Observation-level footnotes,Value
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",,Rural,,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.17177
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",,Urban,,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.34967
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",,Urban,,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",,Urban,,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.79901
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",,Urban,,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.28918
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",,Urban,,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",,Urban,,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.55332
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",,Urban,,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",,Urban,,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",,Urban,,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.14385
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.40796
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.58892
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.67519
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.17864
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.38296
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.46523
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.04428
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.05084
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.0988
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Rural,,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.44181
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Rural,,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.56556
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Rural,,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.66048
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Rural,,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.18774
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Rural,,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.35339
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Rural,,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.43923
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Rural,,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.04042
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Rural,,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.08868
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Rural,,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.0996
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Urban,,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Urban,,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Urban,,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.7647
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Urban,,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Urban,,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Urban,,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.55667
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Urban,,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Urban,,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Urban,,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.15078
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,,,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.33804
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,,,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.70404
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,,,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.63755
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,,,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.19423
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,,,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.39908
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,,,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.44088
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,,,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.24901
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,,,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.2015
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,,,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.21588
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Rural,,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.30305
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Rural,,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.72509
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Rural,,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.61701
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Rural,,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.19226
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Rural,,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.3666
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Rural,,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.43813
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Rural,,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.41255
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Rural,,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.29753
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Rural,,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,,0.25333
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Urban,,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Urban,,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Urban,,Primary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.82256
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Urban,,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Urban,,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
