Year,SDG Series,Type of product,Unit of measure,COMMENT_OBS,Observation-level footnotes,BASE_PER,Base period,Value
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,1.25394
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,1.54557
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,1.48317
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.09378
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.09477
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.10131
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.11909
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.11019
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.09426
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.03235
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.07424
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.08734
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.07017
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.0659
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.07868
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.07342
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.07449
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.07063
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.08963
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.08955
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.09001
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.09246
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.07337
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.01118
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.01094
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.0136
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.0128
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.01511
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.02281
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.01857
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.02255
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.01966
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.02706
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.02259
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.02163
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.02809
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.02759
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.02721
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.03021
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.04462
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.0392
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,,,2015,2015,0.09375
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,,,2015,2015,0.09473
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,,,2015,2015,0.08993
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,,,2015,2015,0.10746
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,,,2015,2015,0.09581
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,,,2015,2015,0.08068
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,,,2015,2015,0.01654
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,,,2015,2015,0.05078
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,,,2015,2015,0.06821
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,,,2015,2015,0.04675
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,,,2015,2015,0.04501
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,,,2015,2015,0.04969
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,,,2015,2015,0.04894
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,,,2015,2015,0.05092
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,,,2015,2015,0.04096
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,,,2015,2015,0.06109
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,,,2015,2015,0.06151
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,,,2015,2015,0.05914
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,,,2015,2015,0.04745
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,,,2015,2015,0.03378
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,,,2015,2015,4e-05
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,,,2015,2015,4e-05
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,,,2015,2015,0.0002
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,,,2015,2015,0.00069
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,,,2015,2015,0.00078
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,,,2015,2015,0.00078
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,,,2015,2015,0.00069
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,,,2015,2015,0.00064
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,,,2015,2015,0.00056
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,,,2015,2015,0.00087
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,,,2015,2015,0.00123
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,,,2015,2015,0.00192
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,,,2015,2015,0.00189
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,,,2015,2015,0.00194
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,,,2015,2015,0.00158
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,,,2015,2015,0.00096
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,,,2015,2015,0.00084
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,,,2015,2015,0.00065
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,,,2015,2015,0.00038
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,,,2015,2015,0.0004
2000,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,39353764.51599
2001,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,41511068.06723
2002,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,38602644.8854
2003,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,46110442.44915
2004,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,45590630.52943
2005,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,48393541.82711
2006,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,45480889.7439
2007,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,49622863.70328
2008,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,53335541.09158
2009,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,55795872.59387
2010,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,58369290.58712
2011,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,51884085.62401
2012,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,57173527.97778
2013,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,62139571.93102
2014,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,56823896.07637
2015,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,59817382.10372
2016,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,59720476.0088
2017,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,64013442.81243
2018,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,76185491.54564
2019,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,76923448.76332
2000,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,10759677.5332
2001,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,12366854.68975
2002,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,12450476.93325
2003,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,15038160.1568
2004,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,15925118.5441
2005,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,16622925.7274
2006,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,17960707.5978
2007,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,20809202.2222
2008,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,19637340.2763
2009,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,20273766.0567
2010,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,21965917.7937
2011,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,20020071.2635
2012,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,19738009.51408
2013,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,27364532.35681
2014,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,22824532.94497
2015,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,20335386.22855
2016,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,21260821.34392
2017,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,22829886.06973
2018,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,30262141.7985
2019,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,30833509.74546
2000,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,1986913.884
2001,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,2113893.878
2002,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,1892600.362
2003,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,2192201.301
2004,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,2399106.181
2005,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,2227618.171
2006,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,990398.929
2007,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,1275809.769
2008,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,752438.752
2009,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,1355627.619
2010,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,1664888.063
2011,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,2530274.82
2012,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,4381650.39
2013,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,1783923.243
2014,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,722966.609
2015,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,1487079.657
2016,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,2734157.629
2017,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,2611937.469
2018,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,3092058.927
2019,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,2844199.901
2000,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,24637005.62
2001,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,24934977.22
2002,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,22477210.75
2003,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,26471476.66
2004,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,25459131.49
2005,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,27585348.25
2006,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,24899891.2
2007,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,24681678.999
2008,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,30884321.335
2009,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,30569538.099
2010,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,30895143.511
2011,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,26709252.882
2012,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,29663437.14
2013,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,28769753.423
2014,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,28814639.6
2015,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,33521389.85297
2016,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,31271710.50194
2017,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,32621722.23292
2018,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,32362450.95177
2019,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,32318179.26512
2000,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,4499869.0
2001,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,4640539.0
2002,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,3988339.0
2003,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,5415950.0
2004,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,5176791.0
2005,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,5882544.0
2006,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,4732862.0
2007,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,5052630.0
2008,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,7357753.0
2009,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,6751712.0
2010,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,6925468.0
2011,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,5415395.0
2012,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,6651243.0
2013,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,6327534.0
2014,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,6590613.0
2015,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,8287156.0
2016,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,7251316.0
2017,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,8246967.0
2018,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,7969326.0
2019,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,7617685.85357
2000,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,5136147.9
2001,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,4910311.62
2002,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,3349016.25
2003,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,5699947.5
2004,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,4826697.54
2005,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,6001827.87
2006,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,4332581.16
2007,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,3538060.41
2008,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,7157506.47
2009,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,7261558.29
2010,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,7226134.25
